@0.0000#0.0000,90.0000,0.0000,0.0000,0.0000,0.0000,0.0000
@0.0200#0.0000,90.0000,0.0000,0.0000,0.0000,0.0000,0.0000
@0.3410#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.3618#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.3697#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.3787#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.3900#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.4015#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.4123#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.4227#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.4342#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.4450#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6194#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6292#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6358#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6460#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6571#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6691#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6794#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.6989#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7057#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7132#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7241#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7354#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7464#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7621#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7696#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7809#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.7919#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8028#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8143#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8256#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8367#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8478#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8589#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8699#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8812#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.8922#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9036#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9148#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9258#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9370#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9478#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9588#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9702#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9812#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@0.9927#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0038#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0141#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0264#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0364#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0476#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0593#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0708#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0820#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.0929#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1044#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1156#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1260#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1371#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1485#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1595#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1710#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1824#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.1934#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2052#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2173#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2271#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2385#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2498#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2606#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2718#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2830#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.2945#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3051#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3163#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3288#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3388#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3496#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3614#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3717#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3839#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
@1.3941#0.0081,89.9815,-0.0069,0.0066,0.0202,0.0012,0.0000
