@0.0000#0.0000,90.0000,0.0000,0.0000,0.0000,0.0000,0.0000
@0.0200#0.0000,90.0000,0.0000,0.0000,0.0000,0.0000,0.0000
@0.2944#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.3128#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.3221#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.3353#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.3457#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.3682#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.3906#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.4020#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.5855#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.5982#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6064#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6145#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6254#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6365#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6476#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6589#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6698#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6811#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.6923#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7038#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7153#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7259#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7369#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7480#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7594#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7704#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7818#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.7927#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8036#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8155#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8264#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8378#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8485#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8602#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8709#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8822#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.8934#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9045#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9158#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9269#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9381#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9491#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9604#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9719#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9826#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@0.9940#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0047#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0161#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0279#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0387#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0500#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0611#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0719#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0835#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.0945#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1055#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1170#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1282#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1393#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1502#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1613#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1726#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1837#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.1951#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2068#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2173#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2292#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2398#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2507#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2622#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2735#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2845#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.2957#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3067#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3182#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3292#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3404#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3520#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3626#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3741#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3849#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.3964#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
@1.4073#0.0076,89.9992,0.0221,0.0010,0.0181,0.0093,0.0000
